UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U104827,1,6,21,Pr100044,windows,Pr102864,5,0
U104828,1,1,1,Pr100747,android,Pr100747,1,0
U104829,0,0,21,Product101,android,Pr100895,0,0
U104830,1,1,1,Pr100028,windows,Pr100028,1,0
U104831,1,17,21,Product101,android,Product101,4,1
U104831,1,17,21,Product101,android,Product101,4,1
U104831,3,17,21,Product101,android,Product101,4,1
U104832,1,10,21,Pr100515,windows,Pr100732,2,8
U104832,2,10,21,Pr100515,windows,Pr100732,2,8
U104832,7,10,21,Pr100515,windows,Pr100732,2,8
U104833,2,3,21,Pr100153,android,Pr100153,3,0
U104834,2,2,1,Product101,windows,Product101,0,2
U104835,1,6,21,Pr102111,windows,Pr102111,3,3
U104835,5,6,21,Pr102111,windows,Pr102111,3,3
U104836,2,16,21,Pr100545,android,Pr102427,9,3
U104836,4,16,21,Pr100545,android,Pr102427,9,3
U104836,6,16,21,Pr100545,android,Pr102427,9,3
U104837,1,1,1,Pr100025,android,Pr100025,1,0
U104838,2,9,14,Product101,android,Product101,6,2
U104838,2,9,14,Product101,android,Product101,6,2
U104838,4,9,14,Product101,android,Product101,6,2
U104839,3,18,6011,Product101,mac os x,Product101,3,3
U104839,2,18,6011,Product101,mac os x,Product101,3,3
U104839,1,18,6011,Product101,mac os x,Product101,3,3
U104840,1,6,16,Pr100014,android,Pr100014,6,0
U104840,3,6,16,Pr100014,android,Pr100014,6,0
U104840,2,6,16,Pr100014,android,Pr100014,6,0
U104841,1,15,21,Pr100481,windows,Product101,0,1
U104842,13,44,21,Product101,windows,Product101,20,24
U104842,31,44,21,Product101,windows,Product101,20,24
U104843,2,6,21,Product101,windows,Product101,5,0
U104843,2,6,21,Product101,windows,Product101,5,0
U104844,7,20,21,Pr101474,windows,Product101,10,10
U104844,13,20,21,Pr101474,windows,Product101,10,10
U104845,1,1,17,Pr100113,windows,Pr100252,1,0
U104846,1,1,1,Pr100859,windows,Pr100859,1,0
U104847,1,1,18,Pr100305,windows,Pr100305,1,0
U104848,1,1,16,Pr100859,windows,Product101,1,0
U104849,0,0,16,Product101,android,Pr100017,0,0
U104850,5,14,21,Product101,windows,Product101,5,3
U104850,3,14,21,Product101,windows,Product101,5,3
U104851,1,5,21,Pr100414,windows,Pr100414,4,0
U104851,1,5,21,Pr100414,windows,Pr100414,4,0
U104851,1,5,21,Pr100414,windows,Pr100414,4,0
U104851,1,5,21,Pr100414,windows,Pr100414,4,0
U104852,16,26,21,Pr110444,windows,Product101,8,10
U104852,2,26,21,Pr110444,windows,Product101,8,10
U104853,2,2,1,Pr100017,android,Pr100017,1,1
U104854,1,2,21,Pr100428,windows,Pr100428,2,0
U104855,1,8,21,Pr101534,android,Pr101534,6,1
U104855,3,8,21,Pr101534,android,Pr101534,6,1
U104855,3,8,21,Pr101534,android,Pr101534,6,1
U104856,0,6,21,Pr100485,android,Pr100485,0,0
U104857,1,1,15,Pr100060,mac os x,Pr100679,1,0
U104858,6,6,21,Product101,windows,Product101,3,3
U104859,2,9,3179,Pr109619,windows,Product101,2,0
U104860,3,9,7806,Product101,windows,Product101,3,0
U104861,5,5,21,Pr100730,windows,Pr100730,1,4
U104862,180,1358,8700,Product101,rare,Product101,208,505
U104862,97,1358,8700,Product101,rare,Product101,208,505
U104862,375,1358,8700,Product101,rare,Product101,208,505
U104862,9,1358,8700,Product101,rare,Product101,208,505
U104862,6,1358,8700,Product101,rare,Product101,208,505
U104863,0,0,0,Product101,windows,Product101,0,0
U104864,1,23,21,Product101,windows,Product101,11,12
U104864,12,23,21,Product101,windows,Product101,11,12
U104864,10,23,21,Product101,windows,Product101,11,12
U104865,9,33,21,Pr102602,android,Pr102602,22,0
U104865,2,33,21,Pr102602,android,Pr102602,22,0
U104865,1,33,21,Pr102602,android,Pr102602,22,0
U104865,6,33,21,Pr102602,android,Pr102602,22,0
U104865,4,33,21,Pr102602,android,Pr102602,22,0
U104866,1,1,21,Pr100236,windows,Pr100236,1,0
U104867,71,95,21,Product101,windows,Product101,13,58
U104868,1,1,1,Pr100885,windows,Pr100885,1,0
U104869,30,71,5560,Product101,windows,Product101,25,32
U104869,11,71,5560,Product101,windows,Product101,25,32
U104869,12,71,5560,Product101,windows,Product101,25,32
U104870,1,4,21,Pr101035,windows,Pr101035,2,0
U104870,1,4,21,Pr101035,windows,Pr101035,2,0
U104871,1,1,1,Product101,android,Product101,1,0
U104872,1,3,15,Pr101161,android,Pr101161,2,0
U104872,1,3,15,Pr101161,android,Pr101161,2,0
U104873,2,3,21,Pr100767,windows,Pr100767,1,1
U104874,3,3,1,Product101,windows,Product101,3,0
U104875,15,58,21,Product101,windows,Product101,17,33
U104875,35,58,21,Product101,windows,Product101,17,33
U104876,1,1,21,Pr100044,windows,Product101,1,0
U104877,1,1,1,Pr100166,android,Pr100166,1,0
U104878,1,4,21,Pr100446,rare,Pr101440,1,2
U104878,1,4,21,Pr100446,rare,Pr101440,1,2
U104879,72,72,6036,Product101,windows,Product101,26,46
U104880,1,1,1,Pr100928,windows,Pr100928,1,0
U104881,1,1,1,Pr100339,android,Pr100339,1,0
U104882,39,109,21,Product101,mac os x,Product101,30,44
U104882,35,109,21,Product101,mac os x,Product101,30,44
U104883,8,8,21,Pr100694,rare,Pr100694,7,1
U104884,1,9,21,Pr100252,rare,Pr101091,2,0
U104884,1,9,21,Pr100252,rare,Pr101091,2,0
U104885,4,113,21,Product101,windows,Product101,7,0
U104886,1,58,21,Product101,windows,Product101,25,12
U104886,35,58,21,Product101,windows,Product101,25,12
U104886,1,58,21,Product101,windows,Product101,25,12
U104887,2,2,21,Product101,windows,Product101,1,1
U104888,2,6,21,Pr101575,android,Pr101575,1,2
U104888,1,6,21,Pr101575,android,Pr101575,1,2
U104889,8,28,21,Product101,windows,Product101,10,14
U104889,9,28,21,Product101,windows,Product101,10,14
U104889,3,28,21,Product101,windows,Product101,10,14
U104889,3,28,21,Product101,windows,Product101,10,14
U104890,1,1,15,Product101,windows,Product101,1,0
U104891,4,4,1,Pr100017,android,Pr100017,1,3
U104892,1,3,19,Pr100099,windows,Pr100283,1,0
U104893,9,9,475,Pr100367,windows,Pr100367,2,7
U104894,4,5,19,Pr100166,windows,Product101,3,1
U104895,1,1,1,Pr100006,android,Pr100006,1,0
U104896,6,7,2,Pr101421,windows,Product101,4,3
U104896,1,7,2,Pr101421,windows,Product101,4,3
U104897,6,7,21,Pr102487,windows,Product101,4,3
U104897,1,7,21,Pr102487,windows,Product101,4,3
U104898,1,2,14,Pr100739,windows,Pr100739,1,0
U104899,0,0,0,Product101,windows,Product101,0,0
U104900,20,26,21,Pr100654,windows,Pr100654,7,19
U104900,6,26,21,Pr100654,windows,Pr100654,7,19
U104901,9,9,21,Pr103756,windows,Pr103756,5,4
U104902,3,9,18,Pr102878,windows,Product101,2,2
U104902,1,9,18,Pr102878,windows,Product101,2,2
U104903,5,5,21,Pr101045,windows,Product101,4,1
U104904,1,27,21,Pr109077,windows,Product101,4,2
U104904,2,27,21,Pr109077,windows,Product101,4,2
U104905,2,2,1,Pr101000,android,Pr101000,2,0
U104906,1,19,21,Pr100469,windows,Pr101935,0,1
U104907,5,6,3,Pr100456,windows,Pr100456,5,1
U104907,1,6,3,Pr100456,windows,Pr100456,5,1
U104908,2,11,21,Pr100771,windows,Pr100771,2,2
U104908,1,11,21,Pr100771,windows,Pr100771,2,2
U104908,1,11,21,Pr100771,windows,Pr100771,2,2
U104909,1,12,14,Product101,android,Product101,5,0
U104909,1,12,14,Product101,android,Product101,5,0
U104909,2,12,14,Product101,android,Product101,5,0
U104909,1,12,14,Product101,android,Product101,5,0
U104910,1,1,19,Pr100113,windows,Pr100176,1,0
U104911,0,3,9,Pr100047,windows,Pr100047,0,0
U104912,1,1,21,Pr100234,android,Pr100234,1,0
U104913,22,43,21,Product101,windows,Product101,8,14
U104914,1,20,21,Pr101287,windows,Product101,6,8
U104914,3,20,21,Pr101287,windows,Product101,6,8
U104914,5,20,21,Pr101287,windows,Product101,6,8
U104914,1,20,21,Pr101287,windows,Product101,6,8
U104914,4,20,21,Pr101287,windows,Product101,6,8
U104915,9,9,21,Pr100095,windows,Product101,1,8
U104916,6,27,21,Pr101301,windows,Product101,0,6
U104917,0,2,21,Product101,windows,Product101,0,0
U104918,3,142,8143,Product101,windows,Product101,39,15
U104918,18,142,8143,Product101,windows,Product101,39,15
U104918,3,142,8143,Product101,windows,Product101,39,15
U104919,2,5,21,Pr100984,android,Product101,4,0
U104919,1,5,21,Pr100984,android,Product101,4,0
U104919,1,5,21,Pr100984,android,Product101,4,0
U104920,2,2,18,Pr100188,windows,Pr100301,2,0
U104921,5,14,5,Product101,windows,Product101,4,10
U104921,9,14,5,Product101,windows,Product101,4,10
U104922,5,8,21,Pr100166,windows,Pr100166,4,1
U104923,6,12,21,Product101,windows,Product101,4,2
U104924,2,2,1,Pr100060,windows,Pr100060,1,1
U104925,6,6,21,Product101,android,Product101,3,3
U104926,2,5,2,Pr100470,android,Pr100470,4,1
U104926,3,5,2,Pr100470,android,Pr100470,4,1
U104927,12,16,21,Product101,windows,Product101,16,0
U104927,4,16,21,Product101,windows,Product101,16,0
U104928,1,2,19,Pr100676,rare,Pr100676,2,0
U104928,1,2,19,Pr100676,rare,Pr100676,2,0
U104929,1,1,21,Product101,windows,Pr100401,0,1
U104930,1,6,21,Pr100298,windows,Pr100301,2,0
U104930,1,6,21,Pr100298,windows,Pr100301,2,0
U104931,2,5,21,Pr101255,android,Pr101255,4,0
U104931,2,5,21,Pr101255,android,Pr101255,4,0
U104932,8,13,5420,Pr100359,windows,Product101,4,5
U104932,1,13,5420,Pr100359,windows,Product101,4,5
U104935,55,67,21,Product101,windows,Product101,27,40
U104935,12,67,21,Product101,windows,Product101,27,40
U104936,1,1,1,Pr100733,android,Pr100733,1,0
U104937,12,79,21,Product101,windows,Product101,20,38
U104937,29,79,21,Product101,windows,Product101,20,38
U104937,10,79,21,Product101,windows,Product101,20,38
U104937,4,79,21,Product101,windows,Product101,20,38
U104938,2,4,17,Pr100470,windows,Pr101381,3,1
U104938,2,4,17,Pr100470,windows,Pr101381,3,1
U104939,1,8,21,Pr100592,windows,Pr101258,1,0
U104940,1,8,13,Product101,windows,Product101,3,2
U104940,4,8,13,Product101,windows,Product101,3,2
U104941,1,4,2181,Pr100505,windows,Pr100505,1,0
U104942,0,0,21,Product101,windows,Pr100390,0,0
U104943,1,1,1,Pr100453,windows,Pr100453,1,0
U104944,1,2,10,Pr100258,android,Pr100258,1,0
U104945,0,6,8,Pr100074,windows,Pr100074,0,0
U104946,3,3,21,Pr103056,windows,Pr103056,3,0
U104947,0,0,20,Product101,windows,Pr100003,0,0
U104948,11,12,21,Pr102273,android,Pr102273,5,7
U104948,1,12,21,Pr102273,android,Pr102273,5,7
U104950,1,15,21,Product101,windows,Product101,2,0
U104951,2,4,2,Pr100487,android,Pr100487,2,2
U104951,2,4,2,Pr100487,android,Pr100487,2,2
U104952,2,2,1,Pr100422,windows,Pr100422,2,0
U104953,1,4,9,Product101,rare,Product101,1,0
U104954,2,3,21,Pr102993,windows,Pr102993,3,0
U104954,1,3,21,Pr102993,windows,Pr102993,3,0
U104955,0,0,0,Product101,windows,Product101,0,0
U104956,14,14,21,Pr101123,android,Product101,4,10
U104957,0,0,0,Product101,windows,Product101,0,0
U104958,1,45,21,Product101,windows,Product101,5,8
U104958,10,45,21,Product101,windows,Product101,5,8
U104958,2,45,21,Product101,windows,Product101,5,8
U104959,1,6,21,Pr100403,windows,Product101,3,3
U104959,5,6,21,Pr100403,windows,Product101,3,3
U104960,5,11,7813,Product101,windows,Product101,3,2
U104961,5,7,21,Product101,windows,Product101,4,1
U104962,17,32,21,Pr101039,rare,Product101,12,7
U104962,2,32,21,Pr101039,rare,Product101,12,7
U104963,45,45,21,Product101,windows,Product101,18,27
U104964,1,14,21,Product101,android,Product101,2,1
U104964,2,14,21,Product101,android,Product101,2,1
U104965,1,2,2,Pr100247,windows,Pr100247,2,0
U104965,1,2,2,Pr100247,windows,Pr100247,2,0
U104966,10,12,3,Product101,windows,Product101,7,5
U104966,2,12,3,Product101,windows,Product101,7,5
U104967,22,28,4235,Product101,windows,Product101,7,17
U104967,1,28,4235,Product101,windows,Product101,7,17
U104967,1,28,4235,Product101,windows,Product101,7,17
U104968,1,1,1,Pr100279,rare,Pr100279,1,0
U104969,35,40,737,Pr101773,windows,Product101,3,32
U104970,1,1,18,Pr100025,android,Product101,1,0
U104971,0,2,12,Pr102165,windows,Pr102165,0,0
U104972,1,136,3362,Product101,mac os x,Product101,6,6
U104972,3,136,3362,Product101,mac os x,Product101,6,6
U104972,7,136,3362,Product101,mac os x,Product101,6,6
U104973,1,19,21,Pr101063,windows,Product101,3,0
U104973,1,19,21,Pr101063,windows,Product101,3,0
U104974,1,77,21,Product101,windows,Product101,2,0
U104974,1,77,21,Product101,windows,Product101,2,0
U104976,19,33,21,Product101,windows,Product101,5,27
U104976,11,33,21,Product101,windows,Product101,5,27
U104976,1,33,21,Product101,windows,Product101,5,27
U104977,6,28,21,Product101,windows,Product101,10,16
U104977,4,28,21,Product101,windows,Product101,10,16
U104977,16,28,21,Product101,windows,Product101,10,16
U104978,1,1,1,Pr100335,android,Pr100335,1,0
U104979,1,2,2,Pr100094,windows,Pr100094,2,0
U104979,1,2,2,Pr100094,windows,Pr100094,2,0
U104980,6,9,9,Pr101637,android,Pr101637,4,4
U104980,2,9,9,Pr101637,android,Pr101637,4,4
U104981,22,65,21,Product101,windows,Product101,10,18
U104981,1,65,21,Product101,windows,Product101,10,18
U104981,5,65,21,Product101,windows,Product101,10,18
U104982,1,6,21,Pr101873,windows,Pr101873,3,0
U104982,2,6,21,Pr101873,windows,Pr101873,3,0
U104983,1,40,21,Product101,windows,Product101,2,1
U104983,1,40,21,Product101,windows,Product101,2,1
U104983,1,40,21,Product101,windows,Product101,2,1
U104984,1,50,21,Product101,windows,Product101,24,23
U104984,3,50,21,Product101,windows,Product101,24,23
U104984,43,50,21,Product101,windows,Product101,24,23
U104985,1,1,1,Pr100406,windows,Pr100406,1,0
U104987,5,5,21,Product101,android,Product101,3,2
U104988,2,11,21,Pr103208,windows,Pr103208,7,2
U104988,6,11,21,Pr103208,windows,Pr103208,7,2
U104989,1,1,21,Pr100621,mac os x,Pr100621,1,0
U104990,20,23,1199,Product101,windows,Product101,12,8
U104992,2,11,2768,Pr101839,windows,Pr101839,1,1
U104993,3,3,1,Pr100017,rare,Pr100144,1,2
U104994,1,1,17,Product101,windows,Product101,1,0
U104995,1,7,21,Pr100591,windows,Pr100591,1,0
U104996,9,22,21,Product101,windows,Product101,9,13
U104996,8,22,21,Product101,windows,Product101,9,13
U104996,5,22,21,Product101,windows,Product101,9,13
U104997,2,4,21,Pr100470,android,Pr100470,3,0
U104997,1,4,21,Pr100470,android,Pr100470,3,0
U104998,49,192,3167,Product101,rare,Product101,61,49
U104998,6,192,3167,Product101,rare,Product101,61,49
U104998,17,192,3167,Product101,rare,Product101,61,49
U104998,17,192,3167,Product101,rare,Product101,61,49
U104998,15,192,3167,Product101,rare,Product101,61,49
U104998,4,192,3167,Product101,rare,Product101,61,49
U104999,2,2,6,Pr100047,windows,Pr100047,1,1
U105000,17,23,21,Pr100426,windows,Product101,5,12
U105001,2,11,21,Pr101314,rare,Product101,1,3
U105001,2,11,21,Pr101314,rare,Product101,1,3
U105002,3,20,21,Pr100676,android,Product101,8,12
U105002,16,20,21,Pr100676,android,Product101,8,12
U105002,1,20,21,Pr100676,android,Product101,8,12
U105003,1,3,9,Pr100534,windows,Pr100534,1,0
U105004,1,8,21,Pr101164,mac os x,Product101,3,4
U105004,1,8,21,Pr101164,mac os x,Product101,3,4
U105004,5,8,21,Pr101164,mac os x,Product101,3,4
U105005,1,1,21,Product101,windows,Product101,1,0
U105006,1,19,21,Product101,windows,Product101,7,12
U105006,4,19,21,Product101,windows,Product101,7,12
U105006,14,19,21,Product101,windows,Product101,7,12
U105007,5,16,21,Product101,windows,Product101,3,4
U105007,2,16,21,Product101,windows,Product101,3,4
U105008,1,1,1,Pr100355,windows,Pr100355,1,0
U105009,0,0,16,Product101,windows,Product101,0,0
U105010,0,5,21,Product101,windows,Product101,2,0
U105011,0,2,21,Pr100123,mac os x,Product101,0,0
U105012,2,2,17,Pr100102,windows,Pr101815,1,1
U105013,22,33,21,Pr101148,mac os x,Product101,10,21
U105013,8,33,21,Pr101148,mac os x,Product101,10,21
U105013,1,33,21,Pr101148,mac os x,Product101,10,21
U105014,1,2,15,Pr100753,windows,Pr100753,1,0
U105015,24,27,21,Product101,windows,Product101,17,10
U105015,3,27,21,Product101,windows,Product101,17,10
U105016,1,3,21,Pr100163,windows,Pr100893,2,1
U105017,11,212,3118,Product101,rare,Product101,87,64
U105017,140,212,3118,Product101,rare,Product101,87,64
U105018,1,28,21,Pr100192,windows,Product101,6,22
U105018,5,28,21,Pr100192,windows,Product101,6,22
U105018,20,28,21,Pr100192,windows,Product101,6,22
U105018,2,28,21,Pr100192,windows,Product101,6,22
U105019,0,0,21,Product101,windows,Product101,0,0
U105020,1,1,15,Pr100030,rare,Pr100030,1,0
U105021,1,1,1,Pr100311,windows,Pr100311,1,0
U105022,1,26,21,Pr102705,windows,Product101,11,15
U105022,25,26,21,Pr102705,windows,Product101,11,15
U105023,8,8,3,Pr101330,windows,Pr101330,4,4
U105024,1,1,1,Product101,windows,Pr100017,0,1
U105025,8,8,1,Product101,windows,Product101,0,8
U105026,2,2,19,Pr100209,mac os x,Pr100872,1,1
U105027,1,2,15,Pr101064,windows,Pr101064,2,0
U105027,1,2,15,Pr101064,windows,Pr101064,2,0
U105028,5,5,21,Pr100515,windows,Pr100515,3,2
U105029,0,3,16,Product101,windows,Product101,0,0
U105030,1,85,5521,Product101,windows,Product101,18,28
U105030,1,85,5521,Product101,windows,Product101,18,28
U105030,11,85,5521,Product101,windows,Product101,18,28
U105030,33,85,5521,Product101,windows,Product101,18,28
U105031,0,3,21,Product101,windows,Pr100017,0,0
U105032,4,18,21,Pr100225,windows,Pr100330,5,9
U105032,1,18,21,Pr100225,windows,Pr100330,5,9
U105032,8,18,21,Pr100225,windows,Pr100330,5,9
U105033,0,1,21,Pr100193,windows,Pr100193,0,0
U105034,4,4,21,Pr100578,windows,Product101,2,2
U105035,7,10,1099,Pr100102,windows,Product101,2,5
U105036,2,9,21,Pr101538,windows,Pr101538,5,3
U105036,4,9,21,Pr101538,windows,Pr101538,5,3
U105037,3,4,21,Pr100936,windows,Product101,4,0
U105038,1,6,21,Pr100017,windows,Pr100251,1,0
U105039,8,24,21,Product101,windows,Product101,5,7
U105039,1,24,21,Product101,windows,Product101,5,7
U105039,3,24,21,Product101,windows,Product101,5,7
U105040,4,12,11,Product101,windows,Product101,4,0
U105041,7,7,1,Pr101312,windows,Pr101312,4,3
U105042,3,3,21,Pr101320,android,Pr101320,3,0
U105043,8,8,21,Product101,windows,Product101,0,8
U105044,2,2,5079,Pr100901,windows,Pr100901,2,0
U105045,3,32,21,Product101,android,Product101,5,1
U105045,2,32,21,Product101,android,Product101,5,1
U105045,1,32,21,Product101,android,Product101,5,1
U105046,5,18,21,Pr101062,windows,Product101,9,9
U105046,12,18,21,Pr101062,windows,Product101,9,9
U105046,1,18,21,Pr101062,windows,Product101,9,9
U105047,0,11,12,Pr100787,windows,Pr100787,0,0
U105048,13,63,21,Product101,windows,Product101,16,34
U105048,18,63,21,Product101,windows,Product101,16,34
U105048,19,63,21,Product101,windows,Product101,16,34
U105049,4,8,21,Pr100591,windows,Pr100591,0,4
U105050,4,4,1,Pr100017,windows,Pr100017,2,2
U105051,12,79,21,Product101,windows,Product101,24,8
U105051,1,79,21,Product101,windows,Product101,24,8
U105051,2,79,21,Product101,windows,Product101,24,8
U105052,5,15,21,Product101,windows,Product101,6,9
U105052,5,15,21,Product101,windows,Product101,6,9
U105052,5,15,21,Product101,windows,Product101,6,9
U105054,4,12,21,Product101,windows,Product101,1,3
U105055,4,10,21,Product101,windows,Product101,1,3
U105056,1,5,19,Product101,windows,Product101,2,1
U105056,2,5,19,Product101,windows,Product101,2,1
U105057,4,4,21,Pr100061,rare,Product101,2,2
U105058,7,17,21,Pr101529,android,Pr101529,10,7
U105058,1,17,21,Pr101529,android,Pr101529,10,7
U105058,8,17,21,Pr101529,android,Pr101529,10,7
U105058,1,17,21,Pr101529,android,Pr101529,10,7
U105059,2,4,14,Product101,windows,Product101,2,0
U105060,1,23,21,Pr100839,windows,Product101,2,0
U105060,1,23,21,Pr100839,windows,Product101,2,0
U105061,1,1,21,Pr100359,windows,Pr100359,1,0
U105062,13,31,7095,Product101,android,Product101,13,9
U105062,9,31,7095,Product101,android,Product101,13,9
U105063,2,4,15,Pr100750,windows,Pr100910,3,1
U105063,1,4,15,Pr100750,windows,Pr100910,3,1
U105063,1,4,15,Pr100750,windows,Pr100910,3,1
U105064,1,1,17,Product101,windows,Pr101241,0,1
U105065,2,2,1,Product101,windows,Pr100070,0,2
U105066,0,0,21,Product101,windows,Product101,0,0
U105067,1,3,21,Product101,android,Product101,2,0
U105067,1,3,21,Product101,android,Product101,2,0
U105068,4,28,21,Product101,windows,Product101,3,2
U105069,14,14,21,Product101,windows,Product101,0,14
U105070,1,4,21,Pr100070,windows,Pr103856,1,3
U105070,1,4,21,Pr100070,windows,Pr103856,1,3
U105070,2,4,21,Pr100070,windows,Pr103856,1,3
U105071,2,4,5,Pr100012,android,Pr100012,4,0
U105071,1,4,5,Pr100012,android,Pr100012,4,0
U105071,1,4,5,Pr100012,android,Pr100012,4,0
U105072,8,8,3324,Pr100086,windows,Product101,4,4
U105073,5,23,21,Product101,windows,Product101,4,3
U105074,6,9,17,Product101,windows,Product101,4,3
U105074,1,9,17,Product101,windows,Product101,4,3
U105075,3,25,21,Product101,windows,Product101,4,2
U105075,2,25,21,Product101,windows,Product101,4,2
U105076,2,2,2,Pr100586,android,Pr100586,1,1
U105077,2,2,20,Pr100017,windows,Product101,1,1
U105078,2,5,21,Pr101637,android,Product101,4,0
U105079,9,9,21,Pr103806,windows,Product101,4,5
U105080,1,2,7,Pr100702,rare,Pr100702,2,0
U105081,4,5,7,Pr101284,android,Pr101284,5,0
U105082,1,6,4267,Pr100753,android,Pr102411,3,0
U105082,1,6,4267,Pr100753,android,Pr102411,3,0
U105082,1,6,4267,Pr100753,android,Pr102411,3,0
U105083,1,1,1,Product101,android,Pr101188,0,1
U105084,6,7,4779,Pr101831,android,Pr101831,3,3
U105085,1,1,1,Pr100025,android,Pr100025,1,0
U105086,2,8,21,Product101,rare,Product101,3,5
U105086,6,8,21,Product101,rare,Product101,3,5
U105088,1,1,3,Product101,windows,Pr100005,0,1
U105089,2,2,21,Pr100488,rare,Pr100488,2,0
U105090,3,4,7002,Product101,windows,Product101,4,0
U105090,1,4,7002,Product101,windows,Product101,4,0
U105091,1,4,14,Product101,windows,Product101,1,0
U105092,4,21,21,Product101,android,Product101,4,2
U105092,2,21,21,Product101,android,Product101,4,2
U105093,4,4,1,Pr100470,android,Pr100470,2,2
U105094,2,2,4,Pr100017,windows,Pr100017,1,1
U105095,3,11,21,Pr100592,windows,Product101,2,1
U105096,1,1,21,Product101,android,Pr100073,0,1
U105097,10,51,21,Product101,windows,Product101,14,5
U105097,4,51,21,Product101,windows,Product101,14,5
U105097,2,51,21,Product101,windows,Product101,14,5
U105097,3,51,21,Product101,windows,Product101,14,5
U105098,1,4,21,Product101,android,Product101,2,1
U105098,2,4,21,Product101,android,Product101,2,1
U105099,17,33,21,Product101,windows,Product101,6,11
U105100,3,7,13,Pr100910,windows,Pr100910,1,3
U105100,1,7,13,Pr100910,windows,Pr100910,1,3
U105101,2,12,21,Pr100833,windows,Product101,1,7
U105101,6,12,21,Pr100833,windows,Product101,1,7
U105102,1,3,3,Pr100073,android,Pr100073,3,0
U105102,2,3,3,Pr100073,android,Pr100073,3,0
U105103,3,5,2,Pr100000,mac os x,Pr100737,1,4
U105103,2,5,2,Pr100000,mac os x,Pr100737,1,4
U105104,4,33,21,Pr100515,windows,Product101,7,6
U105104,5,33,21,Pr100515,windows,Product101,7,6
U105105,2,2,4,Pr100121,windows,Pr100121,1,1
U105106,1,1,21,Product101,android,Pr100047,0,1
U105107,2,13,21,Product101,windows,Product101,13,0
U105107,8,13,21,Product101,windows,Product101,13,0
U105107,3,13,21,Product101,windows,Product101,13,0
U105108,2,2,21,Pr100328,windows,Pr100328,1,1
U105109,3,4,21,Pr100240,windows,Pr100240,2,2
U105109,1,4,21,Pr100240,windows,Pr100240,2,2
U105110,1,16,21,Product101,android,Product101,8,5
U105110,12,16,21,Product101,android,Product101,8,5
U105111,1,10,21,Product101,windows,Product101,1,0
U105112,4,5,21,Pr101340,android,Product101,2,2
U105113,13,13,21,Pr101233,windows,Product101,3,10
U105114,1,1,19,Pr100500,windows,Product101,1,0
U105115,3,4,21,Pr100102,android,Pr100102,1,3
U105115,1,4,21,Pr100102,android,Pr100102,1,3
U105116,4,5,21,Pr100937,windows,Pr100946,2,3
U105116,1,5,21,Pr100937,windows,Pr100946,2,3
U105117,12,31,12,Pr100390,windows,Product101,5,7
U105118,5,5,21,Pr100471,windows,Pr100471,4,1
U105119,1,10,21,Product101,windows,Product101,2,0
U105120,4,12,7,Pr100901,windows,Product101,5,6
U105120,5,12,7,Pr100901,windows,Product101,5,6
U105121,1,5,21,Product101,windows,Product101,3,0
U105121,1,5,21,Product101,windows,Product101,3,0
U105121,1,5,21,Product101,windows,Product101,3,0
U105122,14,20,21,Pr100390,windows,Product101,8,12
U105122,6,20,21,Pr100390,windows,Product101,8,12
U105123,3,3,7174,Product101,windows,Product101,2,1
U105124,3,3,1,Pr100188,windows,Pr100188,1,2
U105125,5,39,21,Product101,windows,Product101,20,0
U105125,4,39,21,Product101,windows,Product101,20,0
U105125,2,39,21,Product101,windows,Product101,20,0
U105125,3,39,21,Product101,windows,Product101,20,0
U105125,2,39,21,Product101,windows,Product101,20,0
U105125,2,39,21,Product101,windows,Product101,20,0
U105126,1,1,18,Pr100417,windows,Pr103638,1,0
U105127,3,15,21,Product101,windows,Product101,6,2
U105127,3,15,21,Product101,windows,Product101,6,2
U105127,1,15,21,Product101,windows,Product101,6,2
U105128,5,7,21,Product101,windows,Product101,2,3
U105129,4,10,21,Product101,windows,Product101,3,1
U105130,8,14,17,Product101,android,Product101,11,2
U105130,5,14,17,Product101,android,Product101,11,2
U105131,41,41,21,Product101,windows,Product101,15,26
U105132,11,11,21,Pr100578,windows,Product101,6,5
U105133,22,22,4089,Product101,windows,Product101,7,15
U105134,9,9,21,Pr100209,windows,Product101,2,7
U105135,29,33,21,Pr100301,windows,Product101,6,23
U105136,1,1,1,Pr100403,android,Pr100403,1,0
U105137,8,60,2879,Product101,windows,Product101,23,3
U105137,6,60,2879,Product101,windows,Product101,23,3
U105137,5,60,2879,Product101,windows,Product101,23,3
U105137,5,60,2879,Product101,windows,Product101,23,3
U105138,5,22,21,Product101,windows,Product101,7,2
U105138,2,22,21,Product101,windows,Product101,7,2
U105139,0,0,21,Product101,windows,Pr100481,0,0
U105140,1,2,2,Pr100470,windows,Pr100470,2,0
U105140,1,2,2,Pr100470,windows,Pr100470,2,0
U105141,1,1,1,Pr100083,windows,Pr100083,1,0
U105142,1,2,4,Pr100339,windows,Pr100339,2,0
U105142,1,2,4,Pr100339,windows,Pr100339,2,0
U105143,23,45,2528,Product101,windows,Product101,22,23
U105143,18,45,2528,Product101,windows,Product101,22,23
U105143,4,45,2528,Product101,windows,Product101,22,23
U105144,5,33,21,Product101,windows,Product101,13,10
