UserID,Signup Date,User Segment
U118740,2018-03-04 02:39:28.938262+00:00,C
U124244,2018-04-05 17:16:15.702627+00:00,C
U115035,2017-05-15 05:10:31.743692+00:00,B
U114939,2016-09-27 15:27:35.517068+00:00,C
U124723,2018-04-10 02:53:35.876858+00:00,B
U112332,2017-09-21 15:05:43.437680+00:00,B
U105246,2015-07-09 11:37:51.675406+00:00,B
U120864,2012-09-03 07:43:42+00:00,B
U129150,2018-03-17 13:04:21.748055+00:00,B
U108945,2018-02-06 04:27:57.393892+00:00,B
U120763,2017-11-23 15:45:41.214644+00:00,C
U116913,2017-08-26 05:56:21.109534+00:00,C
U124279,2017-05-31 12:09:39.455048+00:00,B
U109930,2018-03-12 08:30:27.528349+00:00,A
U105238,2018-03-10 10:57:37.901819+00:00,B
U118628,2018-01-17 21:56:02.770296+00:00,B
U125134,2016-02-09 12:36:02.151446+00:00,A
U114913,2015-07-22 13:24:32.785369+00:00,B
U101383,2017-03-27 14:57:06.158618+00:00,B
U112040,2017-12-30 08:39:59.181085+00:00,C
U115087,2018-03-28 07:41:39.093607+00:00,B
U115383,2017-12-12 06:57:43.228382+00:00,A
U126133,2018-02-20 15:29:50.674751+00:00,C
U113056,2018-04-05 13:13:43.807478+00:00,B
U118474,2017-12-29 14:18:08.155400+00:00,B
U125405,2018-04-13 13:05:52.476329+00:00,B
U103860,2012-06-08 15:29:24+00:00,B
U110794,2018-03-07 14:53:00.394021+00:00,B
U113785,2018-02-18 01:11:45.561024+00:00,C
U131596,2018-03-06 13:32:07.759709+00:00,B
U116311,2015-03-02 16:56:07.293627+00:00,B
U131825,2016-11-20 12:11:25.898144+00:00,B
U130893,2017-03-28 11:39:15.064310+00:00,A
U111962,2017-07-10 13:11:50.526118+00:00,B
U135970,2016-08-23 18:43:21.322409+00:00,B
U129617,2017-01-06 15:36:03.840617+00:00,B
U123488,2017-03-18 11:45:05.180056+00:00,B
U136396,2018-03-27 13:02:43.195453+00:00,A
U114020,2017-04-29 02:52:33.372502+00:00,B
U128703,2018-03-18 04:51:32.025200+00:00,B
U117104,2017-09-21 03:03:32.453332+00:00,A
U118015,2012-03-23 22:22:12+00:00,B
U121702,2018-01-29 19:25:19.177456+00:00,B
U100914,2017-11-16 12:09:42.682229+00:00,B
U132028,2018-04-12 16:22:53.383280+00:00,B
U118996,2018-03-21 09:47:17.175252+00:00,C
U115119,2017-07-16 03:26:19.151767+00:00,C
U100412,2017-07-26 18:02:42.976342+00:00,B
U109882,2018-04-05 16:28:16.757999+00:00,A
U113454,2018-04-12 20:21:10.700874+00:00,C
U103714,2017-10-04 16:02:27.685258+00:00,B
U118842,2017-04-04 15:10:45.244788+00:00,B
U124126,2018-02-22 10:49:53.478194+00:00,B
U134530,2018-03-11 23:59:04.211726+00:00,A
U121529,2018-04-05 01:34:12.560842+00:00,B
U135310,2017-05-16 13:13:36.220772+00:00,B
U121221,2018-03-27 11:53:39.294198+00:00,C
U125774,2018-03-20 14:27:58.486772+00:00,C
U107253,2018-03-12 11:20:42.827029+00:00,B
U102672,2018-04-06 02:06:42.297690+00:00,B
U118602,2017-06-25 08:19:43.811528+00:00,A
U118529,2018-04-15 14:36:56.548331+00:00,B
U130967,2017-03-08 07:49:36.831341+00:00,A
U111385,2018-02-04 04:17:42.745759+00:00,C
U118169,2018-04-05 19:02:03.205326+00:00,B
U105960,2013-03-21 11:02:51+00:00,B
U103145,2018-03-22 11:42:27.731839+00:00,B
U100311,2017-08-15 01:25:27.516348+00:00,A
U133023,2017-06-19 17:10:07.295593+00:00,A
U112598,2018-02-28 17:07:20.648814+00:00,C
U103252,2017-11-06 19:46:10.493672+00:00,C
U120244,2015-04-04 17:01:28.084242+00:00,C
U120362,2016-12-06 08:48:29.494802+00:00,C
U106417,2017-03-31 10:03:04.500883+00:00,A
U129393,2017-04-14 08:25:45.629586+00:00,B
U112184,2017-03-27 15:54:04.124477+00:00,B
U101555,2015-05-05 16:51:48.399029+00:00,C
U134190,2016-07-25 14:32:06.624414+00:00,A
U132292,2018-04-05 11:07:48.723335+00:00,A
U136781,2017-01-06 06:18:05.824496+00:00,C
U106254,2017-09-14 05:05:17.379005+00:00,C
U136747,2018-03-08 13:21:45.294513+00:00,C
U128904,2017-08-11 07:00:37.464728+00:00,A
U128376,2017-10-18 16:18:30.981751+00:00,A
U116201,2014-11-26 11:23:31+00:00,C
U106392,2016-08-28 12:48:26.171037+00:00,B
U116930,2018-03-28 11:11:50.749990+00:00,C
U112644,2018-03-25 10:19:56.363649+00:00,C
U101662,2017-06-26 13:28:27.659585+00:00,B
U124385,2016-06-21 13:44:42.303309+00:00,A
U107003,2017-06-15 10:36:54.130914+00:00,C
U125865,2018-04-08 08:35:13.160740+00:00,B
U121508,2017-08-11 06:35:00.192420+00:00,C
U116449,2017-08-18 04:57:14.807852+00:00,B
U124721,2016-10-25 22:56:50.915702+00:00,A
U111586,2016-06-15 04:01:48.037873+00:00,A
U112143,2017-12-02 18:18:20.002179+00:00,B
U113705,2018-03-15 22:18:13.391092+00:00,B
U130863,2018-01-31 04:35:35.230475+00:00,B
U127244,2017-01-24 17:31:04.229813+00:00,B
U132627,2017-04-02 09:36:32.540929+00:00,B
U114705,2016-12-01 05:42:36.764811+00:00,C
U101461,2017-08-10 11:49:25.328488+00:00,B
U129281,2018-03-09 15:34:49.538636+00:00,B
U125180,2018-04-07 19:53:29.865737+00:00,B
U133378,2018-04-12 18:41:45.772745+00:00,A
U110345,2017-09-27 06:41:12.466328+00:00,B
U113754,2017-10-02 01:42:25.844733+00:00,B
U114268,2018-04-04 03:59:31.508914+00:00,C
U132518,2018-03-06 18:06:06.444750+00:00,B
U133421,2018-03-06 09:03:16.394973+00:00,B
U106920,2016-08-23 01:37:11.013893+00:00,B
U111398,2018-03-23 16:16:55.669621+00:00,C
U122868,2018-03-05 05:07:40.634245+00:00,B
U111411,2017-11-29 10:39:21.406763+00:00,B
U133344,2014-01-11 22:32:57+00:00,A
U116821,2015-01-19 20:16:42+00:00,B
U112945,2016-03-09 10:34:20.868213+00:00,C
U112389,2016-08-31 13:44:24.223867+00:00,B
U113188,2018-03-18 04:22:36.183975+00:00,B
U129603,2017-08-20 16:04:17.273449+00:00,A
U110451,2016-06-08 15:13:34.106780+00:00,B
U112930,2018-01-04 12:18:19.519846+00:00,B
U118279,2017-07-07 08:39:27.108200+00:00,C
U120980,2018-03-24 01:45:24.721862+00:00,B
U131867,2017-06-26 23:58:22.499872+00:00,A
U106735,2012-03-23 21:38:30+00:00,A
U104910,2018-01-26 04:46:12.798165+00:00,B
U107946,2017-05-12 04:06:52.430655+00:00,C
U109416,2016-01-09 18:02:54.892205+00:00,C
U111636,2017-05-05 09:06:04.888759+00:00,C
U119902,2018-02-04 14:23:34.149613+00:00,B
U105865,2014-07-31 05:12:24+00:00,C
U130519,2018-03-27 16:41:09.776228+00:00,B
U109488,2017-10-19 17:58:07.447065+00:00,C
U128460,2017-09-18 10:49:33.846052+00:00,B
U134064,2015-09-04 07:44:54.487142+00:00,C
U131421,2018-02-02 07:03:24.247908+00:00,B
U104708,2015-11-02 09:50:36.526451+00:00,B
U105688,2018-02-19 10:59:33.038902+00:00,B
U101946,2018-02-08 16:02:34.709481+00:00,B
U103919,2014-08-26 07:09:07+00:00,C
U124261,2015-06-17 11:53:13.563651+00:00,C
U118155,2018-02-07 04:25:18.157397+00:00,B
U119002,2017-05-20 12:01:53.843176+00:00,C
U111324,2017-10-05 03:06:29.222920+00:00,A
U102601,2016-03-11 12:25:44.555475+00:00,B
U106474,2016-05-07 17:09:37.089128+00:00,B
U121697,2018-03-16 03:54:57.531701+00:00,C
U112866,2016-04-29 06:59:54.120690+00:00,C
U112014,2017-07-02 09:24:09.959801+00:00,C
U135995,2018-03-31 17:36:58.941259+00:00,C
U131074,2015-10-26 14:46:36.861145+00:00,B
U121805,2017-06-16 11:08:45.966358+00:00,B
U128618,2017-10-03 06:49:06.537839+00:00,B
U112216,2016-07-17 14:27:54.830788+00:00,B
U109088,2018-01-25 12:47:25.559589+00:00,C
U111252,2018-03-06 19:15:52.375643+00:00,C
U131667,2014-08-04 12:06:40+00:00,B
U129860,2016-08-08 18:07:17.818917+00:00,B
U136296,2018-03-13 13:39:59.964850+00:00,C
U106811,2013-09-09 01:20:55+00:00,B
U121870,2017-10-17 16:31:39.545157+00:00,C
U130577,2018-03-20 13:01:22.735386+00:00,B
U101907,2017-06-30 07:12:04.306503+00:00,A
U115393,2016-07-11 07:50:06.744896+00:00,B
U121917,2018-03-27 15:38:35.211456+00:00,C
U135210,2012-05-19 16:44:48+00:00,B
U134080,2015-03-29 02:54:49.087145+00:00,B
U124708,2018-04-10 00:07:44.665276+00:00,B
U111837,2016-04-08 05:55:35.608747+00:00,C
U118480,2015-07-23 17:54:49.234295+00:00,B
U115180,2015-10-29 01:36:55.788869+00:00,C
U136546,2018-03-02 04:43:13.780387+00:00,C
U108431,2017-01-11 09:12:59.866383+00:00,B
U116167,2018-04-05 08:31:31.076392+00:00,C
U132739,2017-05-17 08:20:57.698397+00:00,B
U124936,2013-12-18 17:17:26+00:00,B
U127873,2018-03-05 07:55:52.041249+00:00,B
U127919,2018-04-10 23:23:56.554421+00:00,A
U123447,2017-08-05 08:37:07.716341+00:00,B
U110637,2017-02-20 10:43:32.424696+00:00,C
U100295,2016-05-31 11:21:04.875304+00:00,B
U104162,2012-03-09 15:17:45+00:00,C
U132932,2013-09-05 11:14:13+00:00,B
U133755,2016-09-27 14:24:49.079518+00:00,B
U126197,2018-03-31 15:50:43.258823+00:00,B
U134541,2017-02-15 01:49:26.692850+00:00,B
U113406,2018-04-06 09:02:04.308015+00:00,A
U105027,2015-12-16 09:42:38.800640+00:00,B
U122745,2017-12-13 15:39:13.563284+00:00,C
U103500,2018-03-13 15:19:11.338011+00:00,B
U100902,2014-10-14 06:40:45+00:00,C
U123940,2018-03-27 15:55:27.672814+00:00,B
U120053,2018-02-09 10:07:28.384545+00:00,B
U134431,2018-02-09 11:59:49.340359+00:00,A
U113326,2018-01-31 20:02:55.685268+00:00,C
U127135,2017-07-12 14:58:45.099026+00:00,C
U107631,2018-04-06 10:41:40.215433+00:00,C
U103466,2017-03-01 10:30:44.611339+00:00,B
U109321,2015-12-22 04:52:39.140365+00:00,B
U134947,2018-02-15 11:13:04.197172+00:00,C
U134644,2018-03-31 09:56:26.481904+00:00,B
U130688,2017-09-21 08:58:02.339348+00:00,C
U107255,2015-08-29 08:51:22.994614+00:00,A
U136373,2018-02-01 13:28:47.100710+00:00,B
U109363,2013-02-21 06:03:06+00:00,B
U109203,2017-12-30 09:51:35.114895+00:00,C
U133244,2018-02-15 13:47:39.641050+00:00,B
U136239,2013-11-28 11:17:39+00:00,B
U105316,2018-01-22 12:38:41.934159+00:00,B
U124484,2018-03-14 03:46:24.113456+00:00,B
U107390,2015-12-11 13:21:53.278329+00:00,A
U113400,2017-08-06 06:01:06.650288+00:00,B
U111121,2018-01-24 09:58:32.553797+00:00,B
U102590,2015-11-05 06:39:19.921093+00:00,A
U127886,2015-02-28 09:31:33.239494+00:00,B
U119537,2018-04-11 04:34:05.495336+00:00,B
U117206,2018-03-04 15:04:59.958185+00:00,C
U110873,2017-05-18 14:20:06.520753+00:00,B
U106661,2015-05-24 18:55:17.820499+00:00,B
U112572,2014-07-01 05:18:45+00:00,B
U129080,2018-01-18 07:16:15.900350+00:00,B
U134065,2017-09-26 11:30:28.405744+00:00,A
U110080,2018-04-11 14:33:22.778062+00:00,C
U129420,2018-04-15 16:41:42.128805+00:00,B
U133501,2018-03-18 14:18:07.844605+00:00,C
U129360,2015-11-17 08:30:23.077629+00:00,A
U128596,2017-04-12 14:17:48.586463+00:00,C
U135545,2017-10-24 10:10:44.799006+00:00,A
U136531,2018-04-12 06:31:50.002195+00:00,B
U103638,2018-04-03 06:09:37.848151+00:00,C
U128973,2016-08-24 16:32:09.417745+00:00,A
U107701,2017-09-26 05:30:52.754627+00:00,B
U108331,2018-04-01 20:23:19.537322+00:00,C
U115848,2015-01-17 07:06:44+00:00,B
U133392,2018-02-08 16:10:27.137329+00:00,B
U136393,2018-02-01 13:05:00.338267+00:00,B
U136685,2017-12-10 23:25:08.899261+00:00,B
U107104,2017-02-25 12:01:39.696507+00:00,C
U135130,2017-11-03 10:57:08.523656+00:00,B
U104925,2018-03-16 03:36:12.290278+00:00,C
U129182,2017-12-07 11:16:05.213028+00:00,A
U135049,2015-11-06 10:56:19.778824+00:00,A
U126219,2018-02-12 04:30:15.968032+00:00,A
U132021,2018-03-15 16:58:35.817344+00:00,B
U110389,2017-07-31 15:30:50.362951+00:00,C
U124788,2018-03-14 21:06:13.919254+00:00,A
U110059,2016-07-19 14:58:19.511261+00:00,B
U136207,2015-09-13 23:37:24.682643+00:00,C
U131948,2018-03-01 17:15:46.298597+00:00,B
U128363,2018-03-06 04:55:37.962495+00:00,A
U100681,2017-12-29 08:52:29.149174+00:00,C
U101666,2017-12-13 05:42:16.782991+00:00,C
U118205,2013-04-10 13:02:07+00:00,C
U133703,2016-05-09 10:31:09.965749+00:00,B
U118647,2017-03-09 15:02:50.539915+00:00,B
U115800,2014-01-29 15:14:27+00:00,B
U135737,2015-10-25 10:00:55.354550+00:00,B
U136666,2018-04-14 10:03:09.356372+00:00,B
U101143,2017-06-04 15:08:36.648970+00:00,C
U117865,2018-04-13 00:25:42.929947+00:00,B
U113721,2017-09-22 17:26:30.947110+00:00,C
U103591,2016-02-11 05:15:17.727081+00:00,B
U129668,2013-10-02 06:06:49+00:00,C
U115973,2017-12-06 01:07:46.480449+00:00,B
U130582,2017-09-07 07:21:30.938657+00:00,C
U105966,2017-01-07 10:10:42.043690+00:00,C
U106444,2017-10-20 17:49:43.646869+00:00,B
U113951,2017-07-29 13:36:02.395022+00:00,C
U104847,2017-09-18 15:21:27.474393+00:00,C
U109199,2018-04-01 21:09:21.017496+00:00,B
U131672,2018-04-11 22:29:19.913929+00:00,A
U127988,2016-10-30 14:52:09.611078+00:00,A
U114050,2016-12-28 14:33:51.739670+00:00,C
U115206,2018-02-03 05:09:03.512390+00:00,B
U116785,2014-02-10 09:00:56+00:00,B
U114007,2013-07-06 16:32:41+00:00,B
U133887,2017-12-24 06:52:44.103929+00:00,A
U134516,2018-04-14 10:50:38.945603+00:00,A
U105555,2018-01-26 09:23:40.844209+00:00,B
U102710,2015-01-27 09:42:05+00:00,B
U117101,2017-05-15 10:23:07.430892+00:00,A
U126582,2017-11-10 21:30:26.293401+00:00,B
U120186,2017-11-10 05:54:56.151969+00:00,B
U116131,2016-07-26 10:26:04.466703+00:00,B
U134598,2018-03-14 04:25:49.594798+00:00,B
U129050,2016-04-14 18:06:13.118265+00:00,A
U102281,2018-04-08 12:50:24.910829+00:00,B
U114639,2017-10-05 01:56:03.445709+00:00,C
U132289,2018-04-05 05:34:15.800866+00:00,B
U136924,2017-12-10 13:39:49.793628+00:00,B
U102875,2017-09-08 04:40:28.193706+00:00,C
U108426,2018-03-09 14:26:30.213022+00:00,B
U111073,2017-11-01 11:09:19.267568+00:00,B
U121055,2013-11-22 18:50:02+00:00,A
U105744,2016-02-22 18:49:05.107367+00:00,B
U112863,2018-02-21 07:43:24.856699+00:00,B
U130212,2017-11-29 11:03:04.372973+00:00,A
U115914,2018-03-27 15:27:38.257320+00:00,C
U118016,2015-10-03 18:52:48.144826+00:00,B
U103556,2018-01-04 23:10:29.025813+00:00,B
U101733,2018-03-29 07:46:32.670449+00:00,B
U127477,2018-03-06 14:23:04.451846+00:00,B
U106665,2016-08-05 22:41:56.006952+00:00,B
U136814,2018-04-13 19:59:48.380631+00:00,C
U111718,2017-09-15 16:07:34.544117+00:00,B
U105459,2017-09-30 19:13:20.623022+00:00,A
U129831,2018-03-13 14:54:46.450504+00:00,C
U113940,2015-02-05 12:09:50+00:00,B
U128259,2018-01-12 10:00:42.995527+00:00,C
U130837,2017-10-01 02:49:30.143216+00:00,B
U107663,2016-05-23 11:21:52.622621+00:00,A
U130106,2015-10-28 06:35:48.110110+00:00,B
U129384,2018-03-03 23:23:35.472495+00:00,C
U123432,2017-11-28 08:27:55.913444+00:00,C
U116071,2014-10-28 06:17:22+00:00,A
U110064,2018-02-08 15:55:35.892792+00:00,B
U121075,2018-01-01 15:59:26.200225+00:00,A
U112250,2018-03-11 01:21:46.314791+00:00,B
U105689,2017-10-17 04:46:58.031246+00:00,B
U104753,2015-01-29 13:26:26+00:00,A
U132680,2018-03-19 06:28:48.542785+00:00,B
U128966,2017-09-01 13:23:42.545955+00:00,C
U135762,2018-04-03 07:31:11.829934+00:00,C
U120127,2018-03-17 21:32:15.366392+00:00,C
U128891,2016-07-02 09:56:25.386041+00:00,C
U120161,2017-07-18 08:32:06.069895+00:00,A
U111942,2017-06-25 06:03:40.550154+00:00,B
U125768,2018-04-06 17:24:52.044575+00:00,C
U105928,2017-06-21 07:23:28.193283+00:00,C
U132026,2018-03-06 08:52:48.508264+00:00,B
U119665,2018-03-12 11:01:36.707701+00:00,C
U103170,2018-01-25 14:22:37.531742+00:00,C
U129602,2016-05-05 15:58:00.804075+00:00,A
U131973,2018-04-13 08:53:47.420941+00:00,B
U134177,2017-04-28 22:12:03.815537+00:00,A
U105288,2013-04-19 19:20:48+00:00,B
U122049,2017-03-14 17:11:42.233800+00:00,B
U118589,2018-03-22 12:20:24.380556+00:00,B
U125116,2018-03-23 14:03:52.269575+00:00,B
U106275,2014-10-21 08:05:00+00:00,C
U134682,2018-04-15 10:36:14.807081+00:00,B
U130094,2017-12-29 12:07:20.446353+00:00,B
U123626,2018-03-25 13:37:11.710289+00:00,B
U109158,2018-02-16 10:42:28.112776+00:00,C
U109562,2017-01-14 12:03:03.071232+00:00,B
U125280,2017-10-02 11:04:18.474012+00:00,B
U111506,2017-12-05 17:33:16.510060+00:00,B
U112939,2015-08-31 09:55:09.080110+00:00,A
U126538,2018-04-02 12:51:43.738818+00:00,C
U116222,2018-04-15 06:16:49.597823+00:00,B
U133954,2018-03-16 06:10:14.077519+00:00,B
U131372,2017-12-22 02:58:17.983512+00:00,B
U124313,2017-09-27 20:48:27.334740+00:00,C
U112102,2014-10-31 09:45:04+00:00,A
U113162,2015-10-25 18:19:30.805170+00:00,A
U107356,2018-03-16 12:40:29.036315+00:00,B
U134978,2016-09-03 16:36:04.046156+00:00,A
U111844,2018-02-09 04:12:20.977809+00:00,B
U117741,2018-03-09 07:40:31.555872+00:00,C
U121777,2018-04-07 03:06:21.197678+00:00,B
U117947,2018-03-04 09:22:44.169358+00:00,B
U129597,2017-07-24 12:51:16.105676+00:00,B
U100641,2017-05-30 18:21:08.424069+00:00,B
U118384,2017-06-08 18:39:49.775580+00:00,C
U118809,2018-04-05 16:40:58.207475+00:00,C
U114468,2018-03-06 06:12:29.489743+00:00,C
U115218,2015-08-28 05:02:48.891751+00:00,C
U116117,2017-07-10 16:25:55.465330+00:00,C
U115622,2018-04-02 09:17:52.518195+00:00,C
U133805,2018-01-30 21:42:51.408558+00:00,C
U114375,2018-02-09 08:24:47.983634+00:00,C
U117027,2018-02-24 10:34:42.214852+00:00,B
U100688,2017-11-14 01:47:33.885064+00:00,B
U101840,2014-07-23 12:34:31+00:00,B
U114777,2016-03-27 11:23:40.161992+00:00,B
U126104,2017-06-14 10:25:07.962282+00:00,B
U133924,2016-08-21 06:15:31.485537+00:00,A
U131059,2018-01-10 12:51:09.509874+00:00,A
U105470,2015-02-23 00:24:50.963316+00:00,B
U131276,2017-03-07 07:28:56.199968+00:00,A
U118158,2017-04-05 19:14:14.982942+00:00,C
U112621,2018-03-09 20:19:52.555878+00:00,B
U101509,2016-12-26 07:50:47.554457+00:00,B
U134313,2018-04-02 04:48:17.354052+00:00,C
U121169,2016-04-07 14:21:35.524233+00:00,A
U118378,2018-04-03 22:59:40.943133+00:00,B
U104609,2018-01-24 19:06:23.014014+00:00,B
U112013,2016-03-08 13:34:42.061813+00:00,B
U132152,2018-04-12 06:58:42.357043+00:00,A
U133849,2018-02-09 08:41:23.735218+00:00,A
U122908,2017-10-20 15:56:18.053043+00:00,B
U130292,2018-03-23 11:12:16.236068+00:00,C
U103657,2018-03-17 13:48:46.269004+00:00,C
U131436,2018-03-13 08:27:39.039864+00:00,B
U128430,2014-01-06 01:08:06+00:00,B
U104071,2018-03-22 10:36:43.369716+00:00,B
U116730,2018-02-21 09:05:39.268414+00:00,B
U132179,2016-06-10 04:44:07.799042+00:00,C
U123158,2017-07-29 05:52:04.651556+00:00,A
U113204,2017-11-14 08:58:20.344827+00:00,B
U118886,2018-04-02 16:02:15.154807+00:00,B
U126091,2017-01-08 13:10:58.840715+00:00,A
U120323,2013-12-08 03:54:21+00:00,A
U134108,2016-09-28 07:02:05.207457+00:00,C
U113377,2016-07-24 17:37:51.830350+00:00,C
U100200,2017-04-29 06:54:50.567918+00:00,B
U130978,2018-03-25 04:11:35.130608+00:00,C
U100324,2018-03-28 08:59:37.951513+00:00,A
U111875,2018-01-29 17:34:17.208193+00:00,B
U118532,2015-09-08 18:30:03.352316+00:00,C
U125564,2018-04-15 04:32:08.935850+00:00,B
U111288,2018-02-15 06:26:48.594882+00:00,B
U101079,2013-12-28 04:06:12+00:00,B
U124098,2018-04-09 16:29:02.296573+00:00,B
U109176,2014-12-12 07:48:23+00:00,B
U128423,2017-06-01 14:49:22.131997+00:00,B
U128180,2018-04-02 07:55:02.599004+00:00,A
U119834,2017-10-21 16:12:57.438782+00:00,C
U126276,2018-03-14 10:22:46.740658+00:00,C
U100785,2017-05-31 14:53:36.633850+00:00,B
U105018,2017-04-04 11:32:53.234341+00:00,A
U121822,2017-04-20 17:39:13.503794+00:00,B
U100565,2014-12-03 17:51:49+00:00,C
U127835,2015-04-02 13:28:56.871805+00:00,C
U132067,2017-02-01 01:18:50.118396+00:00,B
U129639,2018-04-12 07:16:55.448210+00:00,A
U129093,2018-03-23 03:29:57.370732+00:00,C
U107479,2016-04-26 15:38:02.314521+00:00,C
U116002,2016-12-20 20:20:40.724042+00:00,B
U122898,2017-04-16 18:48:08.059667+00:00,B
U111423,2016-09-19 15:22:45.336018+00:00,B
U131274,2018-02-14 03:33:16.049236+00:00,C
U123491,2018-03-21 11:34:02.260070+00:00,B
U109015,2018-02-09 05:23:57.493929+00:00,C
U112502,2018-02-19 11:15:06.274577+00:00,B
U114949,2018-02-06 13:51:55.384184+00:00,B
U107351,2016-02-22 14:29:32.538573+00:00,B
U128943,2017-11-18 13:02:03.048535+00:00,C
U118191,2018-02-07 08:51:54.496415+00:00,B
U100975,2017-09-03 09:23:45.898843+00:00,C
U123366,2018-01-28 17:00:27.050715+00:00,B
U112840,2018-03-06 16:56:42.576987+00:00,B
U129752,2017-12-01 16:39:18.142595+00:00,B
U100429,2016-09-12 21:46:08.426277+00:00,B
U110091,2018-04-05 05:22:38.729464+00:00,C
U115669,2017-11-17 11:36:41.944028+00:00,B
U132973,2015-04-11 01:29:52.839506+00:00,A
U105698,2018-02-28 06:39:25.856728+00:00,B
U136289,2018-04-11 08:47:15.119455+00:00,B
U136324,2017-06-03 06:28:36.564616+00:00,A
U116659,2017-07-19 08:33:37.540356+00:00,A
U118715,2016-06-13 05:30:30.977506+00:00,C
U111193,2017-07-05 05:23:22.333285+00:00,B
U117079,2018-03-17 16:55:20.691157+00:00,C
U119916,2018-03-31 17:38:07.014192+00:00,A
U107697,2015-08-25 06:03:08.615136+00:00,B
U107490,2016-04-19 09:55:03.902738+00:00,B
U136505,2018-03-02 04:46:18.697054+00:00,C
U112323,2018-04-08 14:50:09.773682+00:00,A
U104684,2015-03-27 18:28:59.648327+00:00,A
U120483,2017-12-31 05:20:29.741967+00:00,C
U118318,2018-01-15 19:33:57.351004+00:00,B
U110542,2017-03-09 16:04:56.792564+00:00,A
U136446,2018-03-24 02:57:31.679550+00:00,C
U130809,2018-04-06 11:58:57.784765+00:00,C
U113852,2018-03-30 05:12:24.129855+00:00,A
U106051,2017-06-28 05:24:46.380263+00:00,C
U110324,2018-03-03 05:45:14.199770+00:00,C
U126890,2015-10-27 10:05:58.269243+00:00,B
U110557,2015-08-23 06:00:07.058951+00:00,B
U122939,2017-10-26 18:04:22.832758+00:00,B
U116016,2018-04-09 23:49:57.924285+00:00,C
U132552,2018-03-29 07:15:35.976809+00:00,C
U130719,2017-12-23 11:18:58.581120+00:00,B
U111559,2018-02-25 10:56:16.625763+00:00,B
U126478,2017-10-14 06:15:58.768765+00:00,A
U123889,2015-08-10 10:41:18.930774+00:00,B
U134548,2018-01-29 11:49:15.065668+00:00,B
U105713,2018-01-31 17:10:55.699276+00:00,B
U134081,2018-04-03 17:55:27.527556+00:00,C
U116343,2017-12-14 14:32:39.662991+00:00,B
U103579,2015-04-22 14:14:40.362108+00:00,B
U111323,2017-11-01 10:40:14.400680+00:00,B
U123079,2013-10-30 11:57:07+00:00,C
U103240,2014-11-25 16:44:16+00:00,B
U112039,2017-10-27 08:24:39.276082+00:00,A
U112959,2018-04-06 09:08:22.557993+00:00,B
U107066,2015-07-16 15:15:05.762272+00:00,C
U130808,2018-01-22 17:36:42.078581+00:00,C
U121101,2017-04-24 06:57:33.768643+00:00,B
U116153,2018-01-30 05:36:02.110725+00:00,B
U116928,2018-03-23 08:58:56.362361+00:00,B
U133557,2018-03-19 06:09:51.602106+00:00,A
U113950,2013-01-24 16:26:17+00:00,B
U102551,2016-09-17 11:23:31.440742+00:00,C
U135826,2017-04-05 06:11:11.310973+00:00,B
U126055,2015-07-02 14:38:34.683460+00:00,A
U108540,2016-11-23 15:35:27.584112+00:00,C
U102584,2018-01-31 12:42:52.281432+00:00,B
U134167,2018-03-11 03:01:28.546052+00:00,B
U125261,2017-01-20 13:26:28.905677+00:00,C
U108886,2017-12-21 04:11:38.479138+00:00,B
U102135,2017-02-19 14:12:32.275278+00:00,B
U133373,2016-06-09 14:08:57.040321+00:00,A
U104680,2017-12-06 00:48:33.127016+00:00,B
U135602,2014-10-16 18:14:44+00:00,B
U107682,2018-03-28 10:11:33.176690+00:00,B
U127864,2018-03-21 16:43:13.016699+00:00,C
U104489,2018-01-27 06:58:33.568371+00:00,A
U135078,2017-10-23 13:46:31.701061+00:00,A
U100333,2017-05-03 23:47:22.228335+00:00,B
U123773,2017-11-21 15:43:43.110092+00:00,C
U122255,2015-08-07 07:58:09.466517+00:00,C
U131253,2018-03-30 06:47:08.208273+00:00,B
U127894,2015-10-14 13:08:32.503936+00:00,C
U133364,2017-10-09 11:05:27.261923+00:00,C
U132828,2017-08-10 00:35:44.313061+00:00,B
U128151,2015-03-09 13:00:50.744152+00:00,C
U124959,2017-06-19 17:02:18.114872+00:00,B
U113977,2018-03-28 14:17:21.015126+00:00,B
U126139,2018-04-10 07:13:40.133259+00:00,C
U112921,2017-03-05 05:46:38.041696+00:00,B
U110024,2018-01-30 04:09:57.464208+00:00,B
U112052,2018-03-17 17:33:56.240187+00:00,A
U112896,2018-01-12 18:55:08.214427+00:00,C
U125693,2018-01-28 16:19:44.324039+00:00,A
U102467,2015-09-07 11:32:12.911926+00:00,C
U116745,2017-08-10 11:36:19.809888+00:00,B
U113150,2018-02-06 18:46:21.758314+00:00,C
U125254,2018-04-05 11:16:18.106277+00:00,C
U107450,2017-05-12 14:39:47.930473+00:00,B
U108229,2017-08-22 05:13:44.463331+00:00,A
U132320,2018-04-15 08:50:52.736654+00:00,C
U121292,2018-01-20 17:17:51.669282+00:00,B
U114863,2017-06-01 06:01:15.560683+00:00,C
U120637,2014-11-17 14:29:19+00:00,B
U132579,2018-04-15 18:40:42.045685+00:00,A
U114273,2018-02-07 03:38:30.947920+00:00,A
U118295,2016-02-21 14:47:19.354835+00:00,C
U119539,2018-04-12 09:32:10.823180+00:00,B
U120246,2018-02-16 12:11:08.281077+00:00,B
